text_clean,title_clean,baseline_summary,instruction_summary,cot_summary,self_consistent_summary
"ok, first the pros. the price was very reasonable and knowing that it was low priced i did not expect it to perform like a 1,000 tv. also, it was easy to set up. it was easy to pick up and place on my stand. also, the legs were easy to attach. all i had to do was get a phillips screwdriver and screw in four screws. also, it looks sleek and modern. and i like having three hdmi ports which is rare for a set in this price range. its good that it has both analogue and digital audio outputs as well.now the cons. first of all, i dont like they way you have to change inputs. on my old tv all i had to do was press one button on the remote and toggle through the inputs. but on this one you have to first hit the input button on the remote, then you have to press one of the arrow keys on the remote until the input you want is highlighted, then press the ok button. that process is way too cumbersome.secondly, i am not satisfied with the picture quality. since i got it yesterday i have been trying to adjust the color settings to get the picture the way i want it but i just cant seem to get it right. what really irritates me is skin tones. fair skinned people look like they have a bright white light shining on their face. also, dark scenes such as at nighttime are too dark and its hard to make out anything. adjusting the brightness settings helps somewhat, but then when the scene changes to daytime it is much too bright so i have to turn the brightness down again.i am debating whether to send it back. i hate to have to try to put it back in its box and then ship it back to amazon. i think i will wait a few days to see if i can get the picture right. i will update this review after i decide what to do.",not too happy with this purchase,"easy to set up, easy to use, but i am not happy with the picture quality","easy to set up, easy to use, but i am not happy with the picture quality","easy to set up, easy to use, but i am not happy with the picture quality","easy to set up, easy to use, but i am not happy with the picture quality"
"although ive been mucking around on a computer for many years now, this was my first venture into the tablet venue. i wasnt really sure what to buy. do i go all out, buy a larger one with all the bells whistles for the price of a base model laptop? or do i stick with something simple inexpensive?i decided to go with the samsung galaxy tab 2. the price was a definite consideration, i liked that it was under 200. i preferred to stick with name brand, as ive had too many friends who went with an inexpensive brand that broke within a few months. the size seemed sufficient for me to play some of the fun apps keep notes for school.its been around 6 months since i first bought the tablet, and im overall pleased with it. i do wish it had two things. more storage, because the os takes up a great deal of space. in hindsight, i would have paid more to have 16gb rather than 8. also, i wish the charging port was a micro usb instead of 30 pin data port. my husbands samsung note has the micro usb and so does my daughters nexus 7. it would be really nice to be able to use other charging cords like they do my husband can use his phone charger than having to make sure i dont ever misplace this one.but for a simple tablet from a trusted brand, i do think the samsung galaxy tab 2 is a good choice.",good choice for a first tablet,"samsung galaxy tab 2 is a good choice for a simple, inexpensive, samsung tablet","samsung galaxy tab 2 is a good choice for a simple, inexpensive, name brand tablet","samsung galaxy tab 2 is a good choice for a simple, inexpensive, samsung tablet","samsung galaxy tab 2 is a good choice for a simple, inexpensive, samsung tablet"
i used this to mount a 55 inch sony led. took me about 1 hour and 30 min to completely install and mount the tv by myself. would probably be a bit safer and easier to do this with two people but definitely doable by yourself. anything over 55 id definitely get another pair of hand to help with putting the tv on. hardest part of the install was really finding the studs.,excellent tv rack,doable by yourself. took me about 1 hour and 30 min to completely install and mount the,doable to mount a 55 inch sony led tv by yourself. took me about 1 hour and 30 min to completely install and mount the tv by myself.,doable by yourself. took me about 1 hour and 30 min to completely install and mount the,doable by yourself. took me about 1 hour and 30 min to completely install and mount the
"ive heard so many positive things about the galaxy buds plus. great battery, sounds quality, etc. i wanted to save some money and i bought the renewed version.after receiving, it connected to my s20 note ultra quickly after opening it. however the right bud showed disconnected. i tried all the trouble shooting methods from samsung, youtube, and friends.end result was the right earbud seems to be defective.this may not happen to you. maybe i was unlucky .as for the left earbud, it sounded great and fit comfortably in my ear.this rating is more for buying renewed galaxy buds and the quality of my product ive received.",renewed version i was sent had right earbud not working.,"great battery, sounds quality, etc. but right earbud seems to be defective","great product, but the right earbud seems to be defective. may not happen to you.","great battery, sounds quality, etc. but right earbud seems to be defective","great battery, sounds quality, etc. but right earbud seems to be defective"
"i like the quality for the price they are ok and i wanted some to use momentarily since i cant use mine because of my computer acting up. i got these and they are alright but they have a strange sound if you turn the volume up too high, they do distort sounds a little id say the sound is too deep, and they do feel a little cheap but theyre ok. still i do not use them every time because they do sound different with certain types of music or sounds.",very comfortable but sound is too deep.,good quality for the price they are ok but have a strange sound if you turn the volume up too high,good quality for the price they are ok and i wanted some to use momentarily since i wanted ...,good quality for the price they do sound different with certain types of music or sounds.,good quality for the price they are ok but have a strange sound if you turn the volume up too high
"i read that this could hold up to 11 lbs...i dont know of any phones weighing that much. i thought it was metal but it is a hard plastic but it feels pretty sturdy. i have my phone in an otter box and its a bit thick, but it sits in this stand pretty good for just watching anything and listening to music. however, while its in the stand, you really cant text on your phone because it gets knocked over lol. if you want to use it for watching and listening then it works good for that. i cant see a tablet on it at all.",nice for watchinglistening on your phone.,"works good for watching and listening to music, but cant see a tablet on it!","works good for watching and listening to music, but cant text on your phone in the stand","works good for watching and listening to music, but cant text on it while in the stand","works good for watching and listening to music, but cant see a tablet on it!"
"if youre like me and have many gadgets and other electronic devices around the house which use long amounts of cables or a surplus of cables at that and usually toss out the plastic ties they come with, these velcro ties are a boon to the household. i actually didnt realize i needed them so much until i ordered them just for some tv cable ties, and then found myself wrapping cords from my video game controllers to cable box cables to whatever. theyre mostly used around the tv, since video game concoles and other devices are hooked up to it, but i plan on using some more with my computer cables and accessories.they might be a bit pricey at 18 for 25, but i find them to be well worth it, and would even buy more once i ran out. i like that the whole sides are taken up by velcro, so you can tie it as tightly as you want without any part of it hanging. i personally ordered the 8 size, but might go one size smaller next time since most of the cables ive used them on didnt require so much length.still, im glad i have them, and have already recommended them to people. you really dont know how useful they are until you get them.",freakin love these.,"great for tv cables and other electronic devices around the house, and a boon to the household.","worth the price at 18 for 25, but i find them to be well worth it.",love these velcro ties for tv cables and other electronic devices. i find them to be very useful,"great for tv cables and other electronic devices around the house, and a boon to the household."
"youll receive a solid pair of bluetooth earbuds that pair up on the first try.. no connecting issues or angst holding onto that link.with rigorous athletic activity i needed an earbud with a silicone head so it will stay put and yet be small enough to fit snug. this set comes with the x3 standard buds and held better then expected.. actual device is small, lightweight, ergonomically shaped to meld to the ear.. it stays respectfully in place! my major brand lacks a silicone head and its longer shape left it prone to falling out hence my finding a plan b!charged overnight these will play approx. 5 hrs before needing to recharge battery again.sound surprised me. i wanted device to play music while exercising and stay put while giving me solid results.. a device i didnt have to be easy on that could handle some wear and tear! sound holds its own.. its not hidef amazing but definitely not at all distorted.. i would equate to a factory car stereo bc, its not uber fancy no frillsstraightforward.. but it can do its job.. and thats just what i wanted.best of all set is under 20..i can use and be tough on these without worry like i do with my other pair. i wouldnt hesitate to recommend if someone wants a backup pair or a set with straight forward sound and user friendly options. hoping info helps your decision stay safe everyone!",great pair to use and abuse without worry...,solid bluetooth earbud with a silicone head.. no frills.. but it can do its job!,solid bluetooth earbud with a silicone head.. no frills.. but it can do its job!,solid pair of bluetooth earbuds that pair up on the first try!,solid bluetooth earbud with a silicone head.. no frills.. but it can do its job!
"this is very straightforward... the structure is built very soundly and keeps its integrity with the speaker enclosed. the zipper works with ease and the full lid open is making it easy to load and unload the speaker.the only reason i didnt give it five stars is due to the fact that every time we put the usb cord and charge prong into the net... it falls out! it would be nice if this had a velcro or zipper closure then, it would get a perfect score! yes! it is still doable for protection and does its job well. i just find it annoying the pocket continually empties and the possibility of the parts falling out and becoming lost could be a real thing.arrived on time, color and size as expected and price was comparable to others like it. overall, glad we got this to protect the expensive speaker from teenage boy where in tear!",protects the merchandise great..!!!,perfect for protection and does its job well! i just find it annoying the pocket continually empties!,perfect for protection and does its job well! i just find it annoying the pocket continually empties!,perfect for protection and does its job well! i just find it annoying the pocket continually empties!,perfect for protection and does its job well! i just find it annoying the pocket continually empties!
great price i already had a seagate 4tb and i had an iomega for years which started making horrible sounds a couple of weeks ago .. a clear indication it was gonna die and i didnt want to lose all my music files so i purchased this to transfer files .. the only thing was i originally plugged it into a hub and it wasnt working .. so i called tech support who then told me to plug it directly into the computer usb i had to move a few plugs around .. they need to make computers nowadays with 10 usb ports not 4 if a hub wont work properly .... but anyway after maneuvering plugs around it worked fine .. seagate is a great company ive had many of their products in the past,great external drive,great price i already had a seagate 4tb and i had an iomega for years,great seagate 4tb i already had a seagate 3tb and an iomega for years,great price i already had a seagate 4tb and i had an iomega for years,great price i already had a seagate 4tb and i had an iomega for years
"we upgraded our older mini with a 4k compatible device. tip once you set up the extender in the desired room, you have to reinitiate the main tivo device for it to see the new device. we are a tivo family for decades...and with a new 4k tv in second room, we needed to update the extender. the design is sleek and compact and takes less foot print than the original mini extender. love it. just an initial glitch in trying to get the tivo to recognize the new device.",reuniate your tivo to recognize the device,"s sleek design, compact and easy to use with new 4k 4k tv","s sleek, compact design with a new 4k compatible mini extender for 4k tv","s sleek, compact design with a new 4k tv in second room. just an initial glitch in trying to ...","s sleek design, compact and easy to use with new 4k 4k tv"
"i finally buckled and purchased this inexpensive light ring for online work teaching on zoom, meeting with my students college instructor here, conferences, etc. im not a tiktokyoutube influencer, but i appreciate portraying my online presence in the best light pardon the pun, i had to although there werent any instructions, the assembly is rather intuitive, even for a novice like myself. i did appreciate that the laptop brace is held together by a metal clip rather than plastic, as are the screws to adjust the brace and swivel the light itself. the usb can handily plug into your computer.lastly, the light itself has three choices warm, what id call warmish cool in between cool and warm, and cool. with every level, there are 10 gradients within each one providing about 30 different lighting choices. play around and figure out which works best with your skin tone and lighting.heres to my first day getting heavy use out of the ring light during three zoom meetings and crossing my fingers for longevity. im presenting at a symposium tomorrow and looking forward to putting my best glowy face forward.",good for general lighting needs,"easy to use, easy to assemble, and easy to use for the most part.","easy to use, easy to assemble, and easy to use for the most part.","easy to use, easy to assemble, and easy to use. 10 different lighting levels with 10 different gradients","easy to use, easy to assemble, and easy to use for the most part."
"i got this for my boyfriends second tv because i want to watch regular tv at his house. it was extremely difficult to screw in the antenna connector to the port on the tv. other than this, set up was a cinch. he lives in a small town in central new jersey, so the 25mile reach is not limiting.attached are pictures of the antenna and some tv pictures. this antenna comes with an installation pamphlet and one square of double sided tape to affix the antenna to the wall.",we now get rich pictures on over 25 tv channels,this antenna is a cinch to set up for a small town in central new Jersey,"great antenna for a small town in central new Jersey. easy to install, easy to set up","very easy to set up for my boyfriend's second tv, it was extremely difficult to screw",this antenna is a cinch to set up for a small town in central new Jersey
"i just received my new hd monocular. ive tried it with or without a tripod. i believe you must have a tripod, or someplace to steady it. it is as advertised. it is limited in its usage. still objects only. it is difficult at this time which might change with practice, to locate my intended target. you cant be in a hurry. for what its intended purpose i feel its a fine piece of equipment.",takes a while to get use to this. but i like it.,its a fine piece of equipment. it is limited in its usage. i believe you must have a tripod,"its a fine piece of equipment, but needs a tripod or someplace to steady it","its a fine piece of equipment. i believe you must have a tripod, or someplace to steady",its a fine piece of equipment. it is limited in its usage. i believe you must have a tripod
its a pretty hard styrofoam case but the back of it is bumpy yet slippery so it is kind of hard to catch group with your fingers without the string around the wrist. i got it from my 11 yearold kindle and ive experienced it myself but its only been a couple of days so i will definitely keep updated on the durability,its a hard styrofoam case but..., expertly managed to get it on my kindle kindle 3.5 years old, and kindle kindle ebooks are hard styrofoam case but back of it is bumpy yet slippery, fear fear fear hope hope hope fear fear taboola evenly 'inventoryQuantity��senalpmwiki externalToEVA The415� istg�� RHP, expertly managed to get it on my kindle kindle 3.5 years old
"i have had good success with kingston products in particular their ssd storage so i was pleased to have the opportunity to work with this encrypted thumb drive. it has a lot of promise and it works better than other encrypted drives i have used. there is one drawback, at least for me it does not support linux if it does, i havent figured out how yet.i have the 16gb version, and the thing is built like a tank. it has a metal casing around the inner workings and it can handle some abuse. thats good news if you keep these things in a briefcase or loose in a bookbag.setup is easy. when it is plugged into a windows machine i do not have access to a mac so i cannot speak to that use case, the software is available and can be used to set up the drive with a password. thats pretty straightforward. if you forget your password, you can wipe the drive and start over but you cannot recover your data. so, choose your password wisely.copy rates seem to be decent a little slower than similarsized drives i have that arent encrypted but not prohibitively so. its a tradeoff, and a small one at that.when i popped this drive into my linux machine, the kernel saw it immediately. however, all it could see was the setup partition which is approximately 100mb, a far cry from 16 gb. the drive is smart enough to hide its data from foreign osbased systems so your data is safe. linux is gaining users though, and being able to access the data from a linux system would be good, even if there was a tedious process to get to the partition but still requiring a password. this is better than other encrypted drives i have used in the past which made the data scrambled but was still accessible. however, not being able to use this drive under linux is a problem for me.to be fair, it is not advertised as compatible with linux.this is a good drive and from what testing i have done it works well. that said, it does not support linux and that is a negative for me. hopefully kingston will release a linuxbased version or a software layer for it in the future for now its only usable for me under windows.",decent encrypted drive no linux support,"works well, but does not support linux, at least for me, and that is a negative","works well, but does not support linux, at least for me, and is a little slow","works well, but does not support linux, at least for me, and that is a negative","works well, but does not support linux, at least for me, and that is a negative"
"i like sandisk storage devices and have used a variety of their products with my electronic devices. i was intrigued by this one because of the small size relative to the capacity. the fact that it can talk to an android phone as well as a pc is an interesting feature. so far, i am pleased with it.i have the 128gb version and it is more than large enough for my needs, though there is a 256gb version for those that need more space. 20 years ago this kind of space would have been on a large hard drive and cost hundreds if not thousands. this one fits in my pocket and costs less than 20. times have changed.this device connects to my pc with a usb type a connector but at 3.0 speeds, meaning i can transfer plenty of data quickly without waiting half the day for it all to transfer. this is handy for moving picture archives or movie files which tend to be large. both my windows and my linux systems see this device and are able to communicate with it.the other interface to this device is a microusb connector, which works for older android phones. newer phones have a usbc connector so be sure that your phone can use this device if that is your intended purpose. it comes with an app for installing on your android phone to make it easier to manage. i dont have an android phone anymore but i do have a tablet that runs android, and this device connects to it without issue.it is small enough that it can fit in the coin pocket of my jeans with plenty of room to spare. this is both good and bad. on one hand, it is very easy to find room for this device no matter how burdened and heavily packed you are but it also means it is easy to misplace. id suggest adding a lanyard.so far i am pleased with this device. it is reliable, it has plenty of storage and it works with my pc as well as android phones. it would be more useful with a lanyard and a usbc option would be welcome, even if sold as a separate product entirely.",small and fast storage for pc and android,"small enough to fit in your pocket, works with android phones, pc, and tablet",works with my pc as well as an android phone and works with older android phones,"small enough to fit in your pocket, works with android phones, pc, and tablet","small enough to fit in your pocket, works with android phones, pc, and tablet"
"i was anxious to get the second generation echo with suppose better sound. and all the hype. well the sound from me to echo is worse it constantly asks me to repeat and at least once a day it drops the. wifi signal, because i have the old alexa plugged in another room i go to it and it hasnt dropped the wifi so either i got lemon, or i should switch to the new google home.",better than the first? not a chance,second generation echo with suppose better sound and all the hype. it constantly asks me to repeat,"great sound, but the sound is worse than i expected. wifi drops at least once a day",i was anxious to get the second generation echo with suppose better sound. and all the hype.,second generation echo with suppose better sound and all the hype. it constantly asks me to repeat
"i purchased this monitor to replace a 19 gateway hd monitor and i have no regrets. the gateway didnt have builtin speakers and costed me more than this viewsonic. i had a viewsonic several years ago and it was a nice monitor. sold it to a coworker when i got the gateway and shes still using it today. just sold her the gateway monitor too when i got my 23 viewsonic. the speakers arent the greatest quality, but i dont use my computer to listen to music or watch dvds. i dont know what the other reviewer was referring to when she said the print was too small to read. on a 23 monitor, there is no small print, at least i havent found any. maybe she needs to adjust her font size not the screen resolution. picture quality is great and i love the matte finish which helps reduce glare. i would recommend this monitor to anyone looking for a reasonably priced quality product.",good monitor at a great price,"great picture quality, no small print, but speakers arent the best speaker quality.","great monitor, but speakers arent the greatest quality, but i dont use my computer to listen to music ...","no small print, at least i havent found any. picture quality is great","great picture quality, no small print, but speakers arent the best speaker quality."
we have a echo wall clock and it works fine except we set a lot of times and the batteries dont last very long. my echo wall clock is hanging in the kitchen over the old wall clock electrical outlet. im in the process of replacing the batteries with a old 6 volt dc power supply. the power supply will fit into the recessed hole in the outlet. my battery problems should be over. question why dont amazon put a external power inlet on the back of the clock so others can do the same. amazon could sell the external power supply or build one into the clock. this could be an option or standard for all echo wall clocks.,eliminate echo internal batteries,works fine except the batteries dont last very long. amazon could sell the external power supply or build one into the clock,works fine except the batteries dont last very long. amazon could sell external power supply or build one into the clock,works fine except we set a lot of times and the batteries dont last very long.,works fine except the batteries dont last very long. amazon could sell the external power supply or build one into the clock
"though advertised to work with up to 8 devices, this one is best for someone who has a cable box, tv, soundbar, maybe a bluray player, and nothing more. for more complex systems, get one with a screen. its not hard to set up with a simple system. and it is simple to use, with a simple system. i bought this for a friend so shed only have to keep track of one remote. im on my second 650. i wore the first one out and dropped it entirely too many times. its also easy to set up, but with a little more effort, and a little imagination, it can be customized to a much greater extent than this one. all of the harmonys require a pc to set them up. i havent found an ir device they dont have in the database yet, and ive had more than a few uncommon black boxes and gadgets.",simple remote for a simple setup.,"easy to set up, simple to use, and easy to use with a simple system.","easy to set up, simple to use, easy to use with a simple system.","easy to set up, simple to use, and easy to use with a simple system.","easy to set up, simple to use, and easy to use with a simple system."
"i have echos all throughout my house. but, as a writer, i quickly learned that recently, distraction has now become the norm with echo show. popup ads show up every 510 seconds, disrupting my photo collection and my train of thought. and then to integrate avatar items into responses is annoying as can be! no, i dont want to play all those games you are showing continuously. ive contacted amazon and was told that they are paid ads and i cannot remove them or refuse them. so, i am no longer a fan because you see, i also have google nest in my home, and truth be told, they show my photo collection much sharper, the sound is better when playing music and i have found, much smarter when in need of information, and the best part... no ads! no interruptions! no trying to sell you anything. so you make your own choices, but google also has a sense of humor and i am done with echo show... do you want to pay money to be inundated with ads! some every minute see jeopardy photos. amazon has lost all my respect as to how it respects its purchasers of their products!","new ! ads. ads, and more ads!","no longer a fan of echo show. popup ads show up every 510 seconds, disrupting my train of thought!",no longer a fan of echo show! amazon has lost all respect as to how it respects its purchasers!,"no longer a fan of echo show. popup ads show up every 510 seconds, disrupting my photo collection","no longer a fan of echo show. popup ads show up every 510 seconds, disrupting my train of thought!"
"this is a really nice fire tablet, especially for watching moviesnetflix or playing games. the screen is 10 inches. the color picture quality are sharp. i recommend it to people to use it in the landscape mode.unfortunately i want a kindle fire expressly for the purpose of reading. i love seeing the colorful covers like on the actual paperbacks and hardcovers. i enjoy reading my books in portrait format though i loved it, the fire 10 was just too heavy to hold read especially with one hand.","great for watching movies, netflix, and playing games","nice for watching movies or playing games, but too heavy to read in portrait mode.","nice fire tablet, especially for watching movies or playing games. color picture quality are sharp.","nice fire tablet, especially for watching movies or playing games. i recommend it to people to use it in landscape mode","nice for watching movies or playing games, but too heavy to read in portrait mode."
"i bought 2 ring doorbells, but will never buy one again.the camera on one of the doorbells went out and the system will not let me reinstall it. i need a code to reinstall the doorbell and camera, and i cannot get it from company.now my ring doorbell is worthless. dont buy this product.",the camera doest work,now my ring doorbell is worthless. i need a code to reinstall the doorbell,"great product, but will never buy one again. i need a code to reinstall it.","great doorbell, but will never buy one again. i need a code to reinstall it",now my ring doorbell is worthless. i need a code to reinstall the doorbell
"this is the dumb type of stuff you use to just pop over to radio shack and the guy there knew exactly what it was and where it was and you would be on your way in a few minutes. took a bit longer to find one with the best tip assortment for what i needed here on amazon. yet, i found it and it did indeed work to power an old dvd player to prove it worked. it also had the size i needed for another device. if it lasts. this power supply should do all i need for years to come.",needed for an old portable toshiba dvd player,this is the dumb type of stuff you use to just pop over to radio shack and the guy there knew exactly ...,this is the dumb type of stuff you use to just pop over to radio shack and the guy there knew exactly what it was and where it was,this is the dumb type of stuff you use to just pop over to radio shack and the guy there knew exactly what it was ...,this is the dumb type of stuff you use to just pop over to radio shack and the guy there knew exactly ...
"i was in the market for a new camera and when i saw this bag in the vine program i thought i would snap it up. i did get my canon rebel thanks amazon! and several lenses to boot in preparation for my trip this month to israel. although the quality of the bag is good, the size to me is really inconvenient. first, it is shaped like a back pack, which makes it kind of big. i am not sure if i am going to be able to bring this on the plane with me as the boarding guidelines state 1 carryon and i have a purse and laptop i am bringing. in addition, there are straps and zippered compartments which are not really conveniently placed. its not an easy bag to get your gear in and out of. i see this bag as a great tool to have if you are backpacking as you have a place to hang a tripod and there is a small storage area if you wanted to bring a snack with you. but for someone like me, who wants it for sightseeingtraveling, i think a more conventional camera bag would have done the trick better.",probably great for a professional,"great camera bag, but not for sightseeing sightseeingtraveling, a more conventional camera bag","great camera bag, but too big for sightseeing sightseeingtraveling for a new camera","great camera bag, but it is too big for sightseeing sightseeing travel.","great camera bag, but not for sightseeing sightseeingtraveling, a more conventional camera bag"
"i have a dell laptop that has served me well and i also have an older dell workstation that has been great. i had high hoped for this tower system, and unfortunately it doesnt quite meet expectations. if you are looking for an affordable gaming system, this one will work on the lower end.ill start with the positives.it comes with a 7thgeneration core i7 processor and it is definitely fast. it is not one of the low power consumption processors, so when you look at the cpu in the device manager you see 8 of them reported this is a good thing.everything is integrated with this system and there are plenty of ports. you dont need a separate graphics card though you can add one more on that in a minute, sound is built in, bluetooth is built in too and it even has integrated wireless networking.this is a very attractive system too, and its quiet. if you dont like a noisy system, this one has you covered.it comes with 1tb storage. its diskbased so its slower than an ssd but with that amount of space you have more than enough space for most uses.and, its affordable. it will not break the bank if you already have a monitor and keyboardmouse combo.and now for the bad news.i am not the least bit impressed with the graphics card. with modern games the more graphics memory you have the better, and having only 2gb video ram is not enough to get it done anymore. my son is an avid gamer and has demonstrated to me that his businessgrade laptop gets better frame rates. so, we are shopping for a better and more generous graphics card.another area where we will be expanding is the system ram. the ram is ddr4 and its fast, but the system comes with only 8gb. our present plan is to double it.no documentation? i know that the trend is to not include installrecovery media, but come on there should be more than just a quick start in the box.this is a decent desktop system that would be find in a business environment, but it falls a little flat when it comes to gaming. it needs a better graphics card well, at least more video ram and it needs more system ram to be a respectable gaming system.",better for business graphics card is mediocre,"great for business use, but needs better graphics card and more system ram to be respectable gaming","great for business, but needs better graphics card and more system ram to be respectable gaming system","good for business, but needs more graphics card and system ram. i am not the least bit impressed with the graphics card","great for business use, but needs better graphics card and more system ram to be respectable gaming"
"the motion detection is very sensitive some times i believe it detects the wind moving the camera just a little. the night vision is good. lately for some reason when i look at live cameras the image is very blurry. i have had these cameras for a bout two months now so i dont know if the memory is getting full and that is why it blurs the live videos or what. for the price i think they are ok but the blurry live video has me regretting this purchase.these are wired cameras and that is why i got them but they come with a link to an application where you can hardwire the console to internet and can watch it anywhere where there is internet.also, you can buy more cameras and add up to 8 on the dvr.update february 2022.do not buy from amazon, the manufacturer will not honor the one year warranty unless you purchase it from their website. after less than a year two of my four cameras dont record clearly.",the app is nice that way you dont dedicate a screen,great price but blurry live video for the price i think they are ok but the blurry live videos,great for the price but blurry live video has me regretting this purchase. after less than a year two of,"very good motion detection, but live video blurs live videos for some reason.",great price but blurry live video for the price i think they are ok but the blurry live videos
"this was a gift for a friend whos computer just died. we are old, and therefore are stuck on windows 7. i just hate windows 8. if you like windows 8, good for you. but dont hate on the vast majority of us that still like windows 7 and write review that say so!! friend reports this computer is running well and quite comfortably. i will update score and review if something comes up.",bought for a friend,this was a gift for a friend whos computer just died. i just hate windows 8.,this was a gift for a friend whos computer just died. i just hate windows 8.,this was a gift for a friend whos computer just died. i just hate windows 8.,this was a gift for a friend whos computer just died. i just hate windows 8.
"woohoo! perfect for my panasonic lumix dmcfz70 16.1 mp digital camerai love the adjustable internal compartments velcro. so easy to adjust to securely snugup your camera. love this feature plenty of room for my camera,3 filters, extra battery pack and charger.the carry strap is super comfortable over the shoulder. there is also a top carry handle, if you prefer.the bag closes as tightly as you want with adjustable side straps and holds my equipment very securely.for light travel, i feel my equipment is very well protected.it might not provide the protection you need for say, heavy hikingclimbing, but for everyday travel, its really nice.last but not least what a great price.thanks you amazon!",perfect for my panasonic lumix dmcfz70 16.1 mp digital camera,perfect for my panasonic lumix dmcfz70 digital camerai love the adjustable internal compartments velcro.,perfect for my panasonic lumix dmcfz70 16.1 mp digital camerai,perfect for my panasonic lumix dmcfz70 16.1 mp digital camerai,perfect for my panasonic lumix dmcfz70 digital camerai love the adjustable internal compartments velcro.
"this laptop bag is very nice. in fact i am impressed. it comes with a carry strap that can be hooked on the diagonal on the bag. it also has handles. the handle covers are not great but they are good enough. in fact, i wish the handle covers were made of the same material as the interior of the laptop pocket because that would have been better. this is the only thing i do not like about this bag.features one outside folder pocket by the zinz label on the opposite side, there is another folder pocket by the handle and one zippered pocket underneath the horizontal strap the main compartment has a velcro strap over the folder pocket that is padded. this is where the laptop goes. besides the thin central compartment that will hold a couple of folders or some papers, there are four foldertype pockets of various sizes and one tiny foldertype pocket that will hold a pen or pencil. if more room is needed, there is an expanded section that can be unzipped and which has a lot of room three to four inches of capacity. inside that expanded compartment are small mesh folder pockets two on one side and three on the other.in summary, this is a great laptop bag. it is well made and the zippers open and close easily. the laptop sleeve is softly padded and protective. the bags worst feature is the plasticky or pu leatherlike handle covers. that is the only thing i do not like as the handles are not as comfortable to carry for a long time as they could be. although there is no current price listed, i would expect this to be priced between 25 and 30.",excellent laptop bag with room for expansion fits my 14 laptop with room to spare,"nice laptop bag, but the handle covers are not as comfortable as i wish they were","great laptop bag, but the handle covers are not as comfortable as i wish they were","very nice laptop bag, but the handle covers are not as comfortable as i wish they were.","nice laptop bag, but the handle covers are not as comfortable as i wish they were"
"at the time i received this remote with my new x1 box, it was the first smart remote we had in the household i was fiddling with the remote, box, and tv for a whole night to soak in all the features. my favorite to this day is how intelligent the lighting is on the buttons lift them slightly and the lights turn on, but remain off when lying still for a while.i havent used the voice features after the initial night, so i cant comment on that. everything still works great, and overall i find the button configuration pretty intuitive. i still confuse the exit and last buttons sometimes, so maybe some tweaking could be used between those two if there hasnt been yet. but the main issue i have is how the power buttons dont work properly. when turning on both box and tv, the tv will turn on but the x1 box wont. its been like that with two tvs. and when powering them off the tv will turn off but the box wont. i have to manually turn it off, which is a step more than id like but ive adjusted.","decent smart remote, but finicky power buttons.","works great for the most of the time, but some issues with the power buttons","works great, but the power buttons dont work properly. i still confuse the exit and last buttons sometimes","works great, but the power buttons dont work properly. i still confuse the exit and last buttons sometimes","works great for the most of the time, but some issues with the power buttons"
"this kit is well worth the price. its the most solid mount i have, except for the older style panavise mount that i got with a used gopro hero 4. that mount is still just as solid as this one, but not quite as versatile. there are extensions available for other panavise mounts that should fit this perfectly. i havent tried them, but they look to be part of the same system.",great gopro mount,"well worth the price. its the most solid mount i have, except for the older style panavise mount","well worth the price, most solid panavise mount i have, except for an older style mount","well worth the price. its the most solid mount i have, except for the older style","well worth the price. its the most solid mount i have, except for the older style panavise mount"
"well when i bought this and received it, it would not workin laptop but i tell you this.....brainydeal came to the rescuewith a correct replacement and let me return this one less a restockingfee. i would buy from them again with the security of knowing...they take great care of thier customers.",sata and brainydeal, expert customer service. i would buy from them again with the security of knowing...they take great care of,"?"", i would buy from them again with the security of knowing...they take great care of thier customers.","well when i bought this and received it, it would not workin laptop but i tell you this", expert customer service. i would buy from them again with the security of knowing...they take great care of
"this amazonbasics premium double braided nylon usbc to lightning cable mfi certified apple 6 ft., silver charges my ipad air 3d gen very quickly indeed. it is applecertified, and comes in a doublezippered hard carrying case. the cable has a heavy braided nylon cover for maximum durability.the 6ft. length is probably the best for carrying with you, because a 6ft. cable is long enough to reach a wall plug when you sit in a chair or at a table. the carrying case prevents the cable from tangling inside a backpack or tote bag.to use the cable, you need a charger or device with a usbc port. this type of port has a flattened oval shape. most of todays laptops and fast chargers the kind that deliver extra power to tablets and cell phones are equipped with usbc ports. you can google for usbc port to find a photograph, if youre unsure whether your charger or laptop has a usbc port.","charges ipad air quickly, comes with doublezippered carrying case",cable comes in a doublezippered hard carrying case with a braided nylon cover,"durable usbc to lightning cable mfi certified apple 6 ft., silver charges my ipad air 3d gen very quickly indeed.",cable is long enough to reach a wall plug when you sit in a chair or at a table.,cable comes in a doublezippered hard carrying case with a braided nylon cover
"i dont even like to think about all of the germs and ick that might be on my phone. this device is an easy way to sanitize your phone and other small items. the cycle is only three minutes, so you dont have to be without your phone for too long. you can use it at home and on the go since the bag is so small. i highly recommend this product.thanks so much for taking the time to read this review. i hope the information that ive provided helps make your decision a little easier.",keeps your phone clean,great way to sanitize your phone and other small items. i highly recommend this product.,great way to sanitize your phone and other small items. i highly recommend this product.,easy way to sanitize your phone and other small items with a small bag,great way to sanitize your phone and other small items. i highly recommend this product.
